ROI,ROI_VALUE,DICE,HD95,MAD,ZONAL_ID,INFERENCE_TIME,DATASET_ID,SUBJECT_ID,IMAGE,SEGM,EXPERIMENT_ID
PZ,1,0.8279224,5.0990195135927845,1.1088348392581122,WG,0.00426793098449707,Prostate3T,1,/data16/public/prostate/data/public/TCIA/Prostate3T/nifti/image/Prostate3T-01-0001.nii.gz,/data16/public/prostate/data/public/TCIA/Prostate3T/nifti/segm/Prostate3T-01-0001.nii.gz,CG_Gland_Mask_Resized_Full_CE_Hyper_meanCG_stochastic_lambd0.0
CG,2,0.958268,3.1622776601683795,0.2569245548428241,WG,0.00426793098449707,Prostate3T,1,/data16/public/prostate/data/public/TCIA/Prostate3T/nifti/image/Prostate3T-01-0001.nii.gz,/data16/public/prostate/data/public/TCIA/Prostate3T/nifti/segm/Prostate3T-01-0001.nii.gz,CG_Gland_Mask_Resized_Full_CE_Hyper_meanCG_stochastic_lambd0.0
PZ,1,0.8747944,4.0,0.6326416916404439,Apex,0.00426793098449707,Prostate3T,1,/data16/public/prostate/data/public/TCIA/Prostate3T/nifti/image/Prostate3T-01-0001.nii.gz,/data16/public/prostate/data/public/TCIA/Prostate3T/nifti/segm/Prostate3T-01-0001.nii.gz,CG_Gland_Mask_Resized_Full_CE_Hyper_meanCG_stochastic_lambd0.0
CG,2,0.76764596,5.196152422706632,0.4981830466102981,Apex,0.00426793098449707,Prostate3T,1,/data16/public/prostate/data/public/TCIA/Prostate3T/nifti/image/Prostate3T-01-0001.nii.gz,/data16/public/prostate/data/public/TCIA/Prostate3T/nifti/segm/Prostate3T-01-0001.nii.gz,CG_Gland_Mask_Resized_Full_CE_Hyper_meanCG_stochastic_lambd0.0
PZ,1,0.8329241,3.1622776601683795,0.6989046554827544,Mid,0.00426793098449707,Prostate3T,1,/data16/public/prostate/data/public/TCIA/Prostate3T/nifti/image/Prostate3T-01-0001.nii.gz,/data16/public/prostate/data/public/TCIA/Prostate3T/nifti/segm/Prostate3T-01-0001.nii.gz,CG_Gland_Mask_Resized_Full_CE_Hyper_meanCG_stochastic_lambd0.0
CG,2,0.9601225,2.23606797749979,0.1976483105601726,Mid,0.00426793098449707,Prostate3T,1,/data16/public/prostate/data/public/TCIA/Prostate3T/nifti/image/Prostate3T-01-0001.nii.gz,/data16/public/prostate/data/public/TCIA/Prostate3T/nifti/segm/Prostate3T-01-0001.nii.gz,CG_Gland_Mask_Resized_Full_CE_Hyper_meanCG_stochastic_lambd0.0
PZ,1,,,inf,Base,0.00426793098449707,Prostate3T,1,/data16/public/prostate/data/public/TCIA/Prostate3T/nifti/image/Prostate3T-01-0001.nii.gz,/data16/public/prostate/data/public/TCIA/Prostate3T/nifti/segm/Prostate3T-01-0001.nii.gz,CG_Gland_Mask_Resized_Full_CE_Hyper_meanCG_stochastic_lambd0.0
CG,2,0.9818951,1.0,0.01361799739116584,Base,0.00426793098449707,Prostate3T,1,/data16/public/prostate/data/public/TCIA/Prostate3T/nifti/image/Prostate3T-01-0001.nii.gz,/data16/public/prostate/data/public/TCIA/Prostate3T/nifti/segm/Prostate3T-01-0001.nii.gz,CG_Gland_Mask_Resized_Full_CE_Hyper_meanCG_stochastic_lambd0.0
PZ,1,0.7830068,5.477225575051661,1.253011250857035,WG,0.003931283950805664,Prostate3T,2,/data16/public/prostate/data/public/TCIA/Prostate3T/nifti/image/Prostate3T-01-0002.nii.gz,/data16/public/prostate/data/public/TCIA/Prostate3T/nifti/segm/Prostate3T-01-0002.nii.gz,CG_Gland_Mask_Resized_Full_CE_Hyper_meanCG_stochastic_lambd0.0
CG,2,0.8985411,5.744562646538029,0.49589897415889456,WG,0.003931283950805664,Prostate3T,2,/data16/public/prostate/data/public/TCIA/Prostate3T/nifti/image/Prostate3T-01-0002.nii.gz,/data16/public/prostate/data/public/TCIA/Prostate3T/nifti/segm/Prostate3T-01-0002.nii.gz,CG_Gland_Mask_Resized_Full_CE_Hyper_meanCG_stochastic_lambd0.0
PZ,1,0.8459086,3.0,0.38337728344747896,Apex,0.003931283950805664,Prostate3T,2,/data16/public/prostate/data/public/TCIA/Prostate3T/nifti/image/Prostate3T-01-0002.nii.gz,/data16/public/prostate/data/public/TCIA/Prostate3T/nifti/segm/Prostate3T-01-0002.nii.gz,CG_Gland_Mask_Resized_Full_CE_Hyper_meanCG_stochastic_lambd0.0
CG,2,0.44796956,4.0,0.8259920850905023,Apex,0.003931283950805664,Prostate3T,2,/data16/public/prostate/data/public/TCIA/Prostate3T/nifti/image/Prostate3T-01-0002.nii.gz,/data16/public/prostate/data/public/TCIA/Prostate3T/nifti/segm/Prostate3T-01-0002.nii.gz,CG_Gland_Mask_Resized_Full_CE_Hyper_meanCG_stochastic_lambd0.0
PZ,1,0.7859312,6.324555320336759,1.1670949357284577,Mid,0.003931283950805664,Prostate3T,2,/data16/public/prostate/data/public/TCIA/Prostate3T/nifti/image/Prostate3T-01-0002.nii.gz,/data16/public/prostate/data/public/TCIA/Prostate3T/nifti/segm/Prostate3T-01-0002.nii.gz,CG_Gland_Mask_Resized_Full_CE_Hyper_meanCG_stochastic_lambd0.0
