ROI,ROI_VALUE,DICE,HD95,MAD,ZONAL_ID,INFERENCE_TIME,DATASET_ID,SUBJECT_ID,IMAGE,SEGM,EXPERIMENT_ID
PZ,1,0.8269251,5.0990195135927845,1.124280355269461,WG,0.006892204284667969,Prostate3T,1,/data16/public/prostate/data/public/TCIA/Prostate3T/nifti/image/Prostate3T-01-0001.nii.gz,/data16/public/prostate/data/public/TCIA/Prostate3T/nifti/segm/Prostate3T-01-0001.nii.gz,CG_Gland_Mask_Resized_Full_CE_Hyper_meanCG_stochastic_lambd0.2
CG,2,0.95790076,3.1622776601683795,0.25801483132047615,WG,0.006892204284667969,Prostate3T,1,/data16/public/prostate/data/public/TCIA/Prostate3T/nifti/image/Prostate3T-01-0001.nii.gz,/data16/public/prostate/data/public/TCIA/Prostate3T/nifti/segm/Prostate3T-01-0001.nii.gz,CG_Gland_Mask_Resized_Full_CE_Hyper_meanCG_stochastic_lambd0.2
PZ,1,0.8734995,4.0,0.648313704255092,Apex,0.006892204284667969,Prostate3T,1,/data16/public/prostate/data/public/TCIA/Prostate3T/nifti/image/Prostate3T-01-0001.nii.gz,/data16/public/prostate/data/public/TCIA/Prostate3T/nifti/segm/Prostate3T-01-0001.nii.gz,CG_Gland_Mask_Resized_Full_CE_Hyper_meanCG_stochastic_lambd0.2
CG,2,0.7639288,5.385164807134504,0.5003540660067048,Apex,0.006892204284667969,Prostate3T,1,/data16/public/prostate/data/public/TCIA/Prostate3T/nifti/image/Prostate3T-01-0001.nii.gz,/data16/public/prostate/data/public/TCIA/Prostate3T/nifti/segm/Prostate3T-01-0001.nii.gz,CG_Gland_Mask_Resized_Full_CE_Hyper_meanCG_stochastic_lambd0.2
PZ,1,0.8324053,3.1622776601683795,0.7071762142929942,Mid,0.006892204284667969,Prostate3T,1,/data16/public/prostate/data/public/TCIA/Prostate3T/nifti/image/Prostate3T-01-0001.nii.gz,/data16/public/prostate/data/public/TCIA/Prostate3T/nifti/segm/Prostate3T-01-0001.nii.gz,CG_Gland_Mask_Resized_Full_CE_Hyper_meanCG_stochastic_lambd0.2
CG,2,0.95988804,2.353449948405498,0.19831506096616405,Mid,0.006892204284667969,Prostate3T,1,/data16/public/prostate/data/public/TCIA/Prostate3T/nifti/image/Prostate3T-01-0001.nii.gz,/data16/public/prostate/data/public/TCIA/Prostate3T/nifti/segm/Prostate3T-01-0001.nii.gz,CG_Gland_Mask_Resized_Full_CE_Hyper_meanCG_stochastic_lambd0.2
PZ,1,,inf,inf,Base,0.006892204284667969,Prostate3T,1,/data16/public/prostate/data/public/TCIA/Prostate3T/nifti/image/Prostate3T-01-0001.nii.gz,/data16/public/prostate/data/public/TCIA/Prostate3T/nifti/segm/Prostate3T-01-0001.nii.gz,CG_Gland_Mask_Resized_Full_CE_Hyper_meanCG_stochastic_lambd0.2
CG,2,0.9816433,1.0,0.01363001680633898,Base,0.006892204284667969,Prostate3T,1,/data16/public/prostate/data/public/TCIA/Prostate3T/nifti/image/Prostate3T-01-0001.nii.gz,/data16/public/prostate/data/public/TCIA/Prostate3T/nifti/segm/Prostate3T-01-0001.nii.gz,CG_Gland_Mask_Resized_Full_CE_Hyper_meanCG_stochastic_lambd0.2
PZ,1,0.7827201,5.477225575051661,1.2585224886815944,WG,0.004007816314697266,Prostate3T,2,/data16/public/prostate/data/public/TCIA/Prostate3T/nifti/image/Prostate3T-01-0002.nii.gz,/data16/public/prostate/data/public/TCIA/Prostate3T/nifti/segm/Prostate3T-01-0002.nii.gz,CG_Gland_Mask_Resized_Full_CE_Hyper_meanCG_stochastic_lambd0.2
CG,2,0.89843553,5.744562646538029,0.4962574317088674,WG,0.004007816314697266,Prostate3T,2,/data16/public/prostate/data/public/TCIA/Prostate3T/nifti/image/Prostate3T-01-0002.nii.gz,/data16/public/prostate/data/public/TCIA/Prostate3T/nifti/segm/Prostate3T-01-0002.nii.gz,CG_Gland_Mask_Resized_Full_CE_Hyper_meanCG_stochastic_lambd0.2
